㑳,zhòu
乳臭,rǔxiù
乳臭小子,rǔxiùxiǎozi
乳臭未乾,rǔxiùwèigān
乳酪,rǔluò
乾,qián
乾乾兒的,gāngānrde(變)gāngārde
乾乾淨淨,gāngānjìngjìng
乾井,gānjǐng
乾兒,gānr(變)gār
乾兒子,gānérzi
乾冰,gānbīng
乾冷,gānlěng
乾刻版,gānkèbǎn
乾剝剝,gānbōbō
乾吊著下巴,gāndiàozhexiàba
乾和,gānhé
乾咳,gānké
乾咽,gānyè
乾哭,gānkū
乾啼濕哭,gāntíshīkū
乾喬,gānqiáo
乾嘔,gānǒu
乾噦,gānyuē
乾嚎,gānháo
乾嚥唾,gānyàntuò
乾回付,gānhuífù
乾圓潔淨,gānyuánjiéjìng
乾塢,gānwù
乾女兒,gānnǚér
乾奴才,gānnúcái
乾妹妹,gānmèimei
乾娘,gānniáng
乾媽,gānmā
乾季,gānjì
乾宅,qiánzhái
乾屎橛,gānshǐjué
乾巴,gānba
乾巴巴,gānbābā
乾巴疵咧,gānbacīliē
乾急,gānjí
乾打雷,gāndǎléi
乾折,gānzhé
乾撂臺,gānliàotái
乾撇下,gānpiēxià
乾擦,gāncā
乾支剌,gānzhīlà
乾支支,gānzhīzhī
乾敲梆子不賣油,gānqiāobāngzibùmàiyóu
乾料,gānliào
乾旱,gānhàn
乾暖,gānnuǎn
乾村沙,gāncūnshā
乾杯,gānbēi
乾果,gānguǒ
乾枯,gānkū
乾柴,gānchái
乾柴烈火,gāncháilièhuǒ
乾梅,gānméi
乾死,gānsǐ
乾沒,gānmò
乾洗,gānxǐ
乾涸,gānhé
乾淨,gānjìng
乾淨俐落,gānjìnglìluo
乾淨爽利,gānjìngshuǎnglì
乾渴,gānkě
乾溼,gānshī
乾澀,gānsè
乾熬,gānáo
乾熱,gānrè
乾燥,gānzào
乾燥劑,gānzàojì
乾燥器,gānzàoqì
乾燥機,gānzàojī
乾燥氣候,gānzàoqìhòu
乾燥箱,gānzàoxiāng
乾燥花,gānzàohuā
乾爹,gāndiē
乾爽,gānshuǎng
乾片,gānpiàn
乾生受,gānshēngshòu
乾生子,gānshēngzǐ
乾產,gānchǎn
乾疥,gānjiè
乾瘦,gānshòu
乾癟,gānbiě
乾白兒,gānbáir(變)gānbár
乾眼症,gānyǎnzhèng
乾瞪眼,gāndèngyǎn
乾禮,gānlǐ
乾稿,gāngǎo
乾笑,gānxiào
乾等,gānděng
乾篾片,gānmièpiàn
乾粉,gānfěn
乾糧,gānliáng
乾結,gānjié
乾絲,gānsī
乾繃兒,gānbèngr
乾罷,gānbà
乾耗,gānhào
乾股,gāngǔ
乾肥,gānféi
乾脆,gāncuì
乾脆爽快,gāncuìshuǎngkuài
乾花,gānhuā
乾芻,gānchú
乾苔,gāntái
乾茨臘,gāncílà
乾茶錢,gāncháqián
乾草,gāncǎo
乾菜,gāncài
乾落,gānlào
乾落得,gānlàode
乾著,gānzhe
乾著急,gānzhāojí
乾薑,gānjiāng
乾薪,gānxīn
乾虔,gānqián
乾號,gānháo
乾衣機,gānyījī
乾裂,gānliè
乾親,gānqīn
乾親家,gānqìngjiā
乾貨,gānhuò
乾貨船,gānhuòchuán
乾逼,gānbī
乾酪,gānluò
乾量,gānliàng
乾阿嬭,gānànǎi
乾電池,gāndiànchí
乾霍亂,gānhuòluàn
乾顙,gānsǎng
乾颱,gāntái
乾飯,gānfàn
乾館,gānguǎn
乾餱,gānhóu
乾餱以愆,gānhóuyǐqiān
乾餾,gānliù
乾魚與貓作枕頭,gānyúyǔmāozuòzhěntou
乾麵,gānmiàn
亂,luàn
亂亂騰騰,luànluantēngtēng
亂兒,luànr(變)làr
亂兒媽,luànrmā(變)làrmā
亂嚼舌頭,luànjiáoshétou
亂子,luànzi
亂岔岔,luànchàcha
亂彈,luàntán
亂得慌,luàndehuāng
亂撞,luànzhuàng
亂放炮,luànfàngpào
亂箭攢心,luànjiàncuánxīn
亂葬崗子,luànzànggāngzi
亂闖,luànchuǎng
亂顫,luànchàn
亂騰騰,luàntēngtēng
亂鬨不過來,luànhongbùguòlái
亅,jué
了,liǎo
了不得,liǎobude
了不成,liǎobuchéng
了不起,liǎobuqǐ
了亮,liǎoliang
了兒,liǎor
了得,liǎode
了得了,liǎodeliǎo
了當,liǎodàng
了當不得,liǎodàngbùdé
了鳥,liǎodiǎo
予,yú
予人口實,yǔrénkǒushí
予以,yǔyǐ
予假,yǔjià
予告,yǔgào
事,shì
事假,shìjià
事生肘腋,shìshēngzhǒuyè
事由兒,shìyóur
事畜,shìxù
事頭,shìtou
二,èr
二不愣,èrbulèng
二不稜登,èrbulēngdēng
二乘,èrshèng
二五眼,èrwuyǎn
二伯,èrbà
二傳,èrzhuàn
二十八宿,èrshíbāxiù
二十八調,èrshíbādiào
二千石,èrqiāndàn
二半破子,èrbànpòzi
二和藥,èrhuòyào
二堂舍子,èrtángshězǐ
二夾脖子,èrjiábózi
二姑娘頑老雕,èrgūniangwánlǎodiāo
二娘子,èrniángzi
二尾子,èrwěizi
二屋裡,èrwūli
二性子,èrxìngzi
二愣,èrleng
二愣子,èrlèngzi
二把手車子,èrbǎshǒuchēzi
二拉八當,èrlabādàng
二會子,èrhuìzi
二朝廷,èrcháotíng
二桿子,èrgǎnzi
二桿子脾氣,èrgǎnzipíqi
二毛子,èrmáozi
二流子,èrliúzi
二混子,èrhùnzi
二王帖,èrwángtiè
二百二,èrbǎièr
二百五,èrbǎiwǔ
二碴兒,èrchár
二綠,èrlǜ
二葷鋪,èrhūnpù
二賴子,èrlàizi
二路兒,èrlùr
二路腳兒,èrlùjiǎor
二踢腳,èrtījiǎo
二軸晶,èrzhóujīng
二道毛子,èrdàomáozi
二重分類表,èrchóngfēnlèibiǎo
二重唱,èrchóngchàng
二重國籍,èrchóngguójí
二重奏,èrchóngzòu
二重性,èrchóngxìng
二韃子吃螺螄,èrdázichīluósī
亍,chù
于,yú
于嗟,xūjiē
于思,yúsāi
于飛之樂,yúfēizhīlè
云,yún
互,hù
互切互磋,hùqiēhùcuō
互別苗頭,hùbiémiáotou
互感應,hùgǎnyìng
互調,hùdiào
亓,qí
五,wǔ
五伯,wǔbà
五位百法,wǔwèibǎifǎ
五侯鯖,wǔhóuzhēng
五分明兒,wǔfēnmíngr
五十步笑百步,wǔshíbùxiàobǎibù
五度制調值標記法,wǔdùzhìdiàozhíbiāojìfǎ
五方雜處,wǔfāngzáchǔ
五旦七調,wǔdànqīdiào
五星上將,wǔxīngshàngjiàng
五熟行,wǔshóuháng
五百,wǔbó
五百姻緣天註定,wǔbǎiyīnyuántiānzhùdìng
五百年前是一家,wǔbǎiniánqiánshìyījiā
五花三層兒,wǔhuāsāncéngr
五花爨弄,wǔhuācuànnòng
五花繃裂,wǔhuābèngliè
五行並下,wǔhángbìngxià
五行俱下,wǔhángjùxià
五行八作,wǔhángbāzuō
五角六張,wǔjuélùzhāng
五角大廈,wǔjiǎodàxià
五車,wǔjū
五陵年少,wǔlíngniánshào
五雀六燕,wǔquèliùyàn
井,jǐng
井宿,jǐngxiù
井幹,jǐnghán
井榦,jǐnghán
井穴,jǐngxué
井窩子,jǐngwōzi
井鹽,jǐngyán
亙,gèn
些,xiē
些個,xiēge
些兒,xiēr　(變)xiēr
亞,yà
亞匹,yǎpǐ
亞洲開發銀行,yàzhōukāifāyínháng
亞硝酸鹽,yàxiāosuānyán
亟,jí
亠,tóu
亡,wáng
亡是公,wúshìgōng
亡血家,wángxiějiā
亡魂喪膽,wánghúnsàngdǎn
亡魂喪魄,wánghúnsàngpò
亢,kàng
交,jiāo
交分,jiāofèn
交子,jiāozi
交差,jiāochāi
交惡,jiāowù
交白卷,jiāobáijuàn
交給,jiāogěi
交質,jiāozhì
交通流量,jiāotōngliúliàng
交通車,jiāotōngchē
交通量,jiāotōngliàng
交響曲,jiāoxiǎngqǔ
亥,hài
亦,yì
亨,hēng
享,xiǎng
享樂,xiǎnglè
享樂主義,xiǎnglèzhǔyì
京,jīng
京油子,jīngyóuzi
京片子,jīngpiànzi
京白,jīngbái
京花子,jīnghuāzi
京觀,jīngguàn
京調,jīngdiào
亭,tíng
亭子,tíngzi
亭子間,tíngzijiān
亭長,tíngzhǎng
亮,liàng
亮兒,liàngr
亮堂堂,liàngtangtang
亮場子,liàngchángzi
亮子,liàngzi
亮底兒,liàng　dǐr　(變)liàng　diěr
亮梆子,liàngbāngzi
亮盒子搖,liànghéziyáo
亮相,liàngxiàng
亮色調,liàngsèdiào
亮陰,liángān
亳,bò
亶,dǎn
亹,wěi
人,rén
人一己百,rényījǐbǎi
人中獅子,rénzhōngshīzi
人事不省,rénshìbùxǐng
人們,rénmen
人兒,rénr　(變)rér
人力車,rénlìchē
人力銀行,rénlìyínháng
人參,rénshēn
人參果,rénshēnguǒ
人口自然增加率,rénkǒuzìránzēngjiālǜ
人口販子,rénkǒufànzi
人味兒,rén　wèir　(變)rén　wèr
人工海鹽,réngōnghǎiyán
人工血液,réngōngxiěyè
人影兒,rényǐngr
人心是肉做的,rénxīnshìròuzuòde
人情薄似紙,rénqíngbósìzhǐ
人我是非,rénwǒshìfēi
人才濟濟,réncáijǐjǐ
人棄我取,rénqìwǒqǔ
人樣,rényang
人樣兒,rényàngr
人樣子,rényàngzi
人正不怕影子斜,rénzhèngbùpàyǐngzixié
人無橫財不富,rénwúhèngcáibùfù
人牙兒,rényár
人物字號,rénwùzìhao
人物闐咽,rénwùtiányè
人生自古誰無死,rénshēngzìgǔshéiwúsǐ
人生路不熟,rénshēnglùbùshú
人生面不熟,rénshēngmiànbùshú
人百其身,rénbóqíshēn
人相學,rénxiàngxué
人稠物穰,rénchóuwùrǎng
人窩子,rénwōzi
人言鑿鑿,rényánzuòzuò
人販子,rénfànzi
人質,rénzhì
人頭兒,réntóur
什,shí
什件兒,shíjiànr(變)shíjiǎr
什伯,shíbó
什百,shíbǎi
什麼,shénme　（又音）shéme
仁,rén
仁者樂山,rénzhěyàoshān
仂,lè
仃,dīng
仄,zè
仆,pū
仆地,pūde
仇,chóu
仇仇,qiúqiú
仇偶,qiúǒu
仇口兒,chóukǒur
仇疙瘩,chóugēda
仇英,qiúyīng
仉,zhǎng
今,jīn
今兒,jīnr　(變)jiēr
今兒個,jīnr　ge　(變)jiēr　ge
介,jiè
仍,réng
仔,zī
仔密,zǐmì
仔牛肉,zǎiniúròu
仔細,zǐxì
仔麼,zǎime
仕,shì
他,tā
他倆,tāliǎ
他們,tāmen
他們倆,tāmenliǎ
他家的事,tājiādeshì
仗,zhàng
仗腰子,zhàngyāozi
仗膽兒,zhàngdǎnr(變)zhàngdǎr
付,fù
付之闕如,fùzhīquērú
付給,fùgěi
仙,xiān
仙人擔,xiānréndàn
仙鶴,xiānhè
仙鶴草,xiānhècǎo
仞,rèn
仟,qiān
仟伯,qiānbó
仡,yì
仡佬族,qìlǎozú
代,dài
代拆代行,dàichāidàixíng
代耕,dàigēng
代馬依北風,dàimǎyībòfēng
令,lìng
令姊,lìngjiě
以,yǐ
以一奉百,yǐyīfèngbǎi
以一警百,yǐyījǐngbǎi
以升量石,yǐshēngliángdàn
以己之心度人之心,yǐjǐzhīxīnduòrénzhīxīn
以己度人,yǐjǐduòrén
以珠彈雀,yǐzhūtánquè
以白為黑,yǐbáiwéihēi
以莛撞鐘,yǐtíngzhuàngzhōng
以蠡測海,yǐlícèhǎi
以血償血,yǐxuèchángxuè
以血洗血,yǐxuèxǐxuè
以阿戰爭,yǐāzhànzhēng
仨,sā
仰,yǎng
仰事俯畜,yǎngshìfǔxù
仰八叉,yǎngbachā
仰八腳兒,yǎngbajiǎor
仲,zhòng
仲父,zhòngfǔ
仳,pǐ
仵,wǔ
仵作行人,wǔzuòhángrén
件,jiàn
价,jiè
任,rèn
任人,rénrén
任公,réngōng
任囂,rénxiāo
任昉,rénfǎng
任筆沈詩,rénbǐshěnshī
份,fèn
份兒飯,fènr　fàn　(變)fèr　fàn
仿,fǎng
仿佛,fǎngfú
伀,zhōng
企,qì
伈,xǐn
伉,kàng
伊,yī
伊兒汗國,yīérhánguó
伊犁縱谷,yīlízōnggǔ
伋,jí
伍,wǔ
伍伯,wǔbó
伍員,wǔyún
伍員乘潮,wǔyúnchéngcháo
伍員抉目,wǔyúnjuémù
伍員鞭屍,wǔyúnbiānshī
伍長,wǔzhǎng
伎,jì
伏,fú
伏几,fújī
伏勝,fúshēng
伏地扣子,fúdìkòuzi
伏尸流血,fúshīliúxuè
伏虎降龍,fúhǔxiánglóng
伐,fā
休,xiū
休假,xiūjià
休暇,xiūxià
休耕,xiūgēng
伕,fū
伕子,fūzi
优,yōu
伙,huǒ
伙食,huǒshi
伯,（讀音）bó
伯仲,bózhòng
伯仲之間,bózhòngzhījiān
伯仲叔季,bózhòngshújì
伯伯,bóbo
伯余,bóyú
伯俞泣杖,bóyúqìzhàng
伯兄,bóxiōng
伯克,bókè
伯克制度,bókèzhìdù
伯公,bógōng
伯兮,bóxī
伯力協定,bólìxiédìng
伯勞,bóláo
伯勞飛燕,bóláofēiyàn
伯勞鳥,bóláoniǎo
伯叔,bóshú
伯吉阿斯法,bójíāsīfǎ
伯喈倒屣,bójiēdàoxǐ
伯嚭,bópǐ
伯圖,bàtú
伯壎仲篪,bóxūnzhòngchí
伯夷,bóyí
伯夷叔齊,bóyíshúqí
伯夷父,bóyífù
伯姊,bózǐ（語音）bójiě
伯姬,bójī
伯娘,bóniáng
伯婆,bópó
伯子,bǎizi
伯子牙,bózǐyá
伯封,bófēng
伯強,bóqiáng
伯彝,bóyí
伯恩斯坦,bóēnsītǎn
伯慮國,bólǜguó
伯服,bófú
伯業,bàyè
伯樂,bólè
伯樂一顧,bólèyīgù
伯歌季舞,bógējìwǔ
伯母,bómǔ
伯氏,bóshì
伯濟國,bójìguó
伯父,bófù
伯牙,bóyá
伯牙絕絃,bóyájuéxián
伯牙鼓琴,bóyágǔqín
伯益,bóyì
伯祖,bózǔ
伯祖母,bózǔmǔ
伯禹,bóyǔ
伯羅奔尼撒同盟,bóluóbēnnísātóngméng
伯羅奔尼撒戰爭,bóluóbēnnísāzhànzhēng
伯舅,bójiù
伯舒拉嶺,bóshūlālǐng
伯趙氏,bózhàoshì
伯道之憂,bódàozhīyōu
伯道無兒,bódàowúér
伯遠帖,bóyuǎntiě
伯邑考,bóyìkǎo
伯陵,bólíng
伯陽,bóyáng
伯雍種玉,bóyōngzhòngyù
伯靈,bólíng
伯魚,bóyú
估,gū
估中,gūzhòng
估價行,gūjiàháng
估喝,gūhè
估堆兒,gū　duīr　(變)gū　duēr
估摸,gūmo
估著眼,gūzheyǎn
估衣,gùyī
估衣鋪,gùyīpù
估量,gūliàng
伴,bàn
伴姑兒,bàngūr
伴食宰相,bànshízǎixiàng
伶,líng
伶透,língtou
伸,shēn
伸縮,shēnsuō
伸縮尺,shēnsuōchǐ
伸縮縫,shēnsuōfèng
伸舌頭,shēnshétou
伸頭縮頸,shēntóusuōjǐng
伺,sì
似,sì
似曾相識,sìcéngxiāngshì
似的,sìde
伽,qié
伽瑪射線,jiāmǎshèxiàn
伾,pī
佁,ǎi
佃,diàn
佃獵,tiánliè
但,dàn
但是,dànshi
但曲,dànqǔ
佇,zhù
佈,bù
佉,qū
佊,bǐ
佌,cǐ
位,wèi
位分,wèifen
位子,wèizi
低,dī
低利率,dīlìlǜ
低徊,dīhuí
低徊不已,dīhuíbùyǐ
低溫超導體,dīwēnchāodǎotǐ
低血壓,dīxiěyā
低血糖,dīxiětáng
低調,dīdiào
低鈉鹽,dīnàyán
低頭喪氣,dītóusàngqì
低頻率,dīpínlǜ
低鹽飲食,dīyányǐnshí
住,zhù
住宅,zhùzhái
住宅區,zhùzháiqū
住宅單元,zhùzháidānyuán
住宅旅社,zhùzháilǚshè
住腳,zhùjiǎo
佐,zuǒ
佑,yòu
佒,yāng
佔,zhàn
佔畢,zhānbì
佔高枝兒,zhàngāozhīr(變)zhàngāozhēr
何,hé
何如帖,hérútiě
何曾,hécéng
何樂不為,hélèbùwéi
何與,héyù
佗,tuō
佗佗,tuótuó
佘,shé
余,yú
余余,xúxú
余吾鎮,xúwúzhèn
余車,yújū
佚,yì
佚樂,yìlè
佛,fó
佛指甲,fózhǐjia
佛曲,fóqǔ
佛爺,fóye
佛眼兒,fóyǎnr(變)fóyǎr
佛粥,fózhōu
佛肸,bìxì
佛貍,bìlí
佛頭著糞,fótóuzhuófèn
作,zuò
作佛事,zuòfóshi
作倒了行市,zuòdǎolehángshì
作坊,zuōfang
作幌子,zuòhuǎngzi
作弄,zuònòng
作情,zuòqing
作揖,zuōyī
作摩,zuómo
作料,zuóliào
作曲,zuòqǔ
作樂,zuòlè
作死,zuōsǐ
作癟子,zuōbiězi
作白日夢,zuòbáirìmèng
作筏子,zuòfázi
作纛旗兒,zuòdàoqír
作耍子,zuòshuǎzi
作踐,zuójiàn
作酸,zuōsuān
作鋪,zuòpù
作鼻子頭,zuòbízitóu
佝,kòu
佞,nìng
佟,tóng
你,nǐ
你三我四,nǐsānwǒsì
你丟我撿,nǐdiūwǒjiǎn
你來我往,nǐláiwǒwǎng
你們,nǐmen
你儂我儂,nǐnóngwǒnóng
你家的,nǐjiāde
你我,nǐwǒ
你推我擠,nǐtuīwǒjǐ
你推我讓,nǐtuīwǒràng
你東我西,nǐdōngwǒxī
你死我活,nǐsǐwǒhuó
你爭我奪,nǐzhēngwǒduó
你知我見,nǐzhīwǒjiàn
你誇我逞,nǐkuāwǒchěng
你謙我讓,nǐqiānwǒràng
你長我短,nǐchángwǒduǎn
佣,yòng
佣錢,yòngqian
佤,wǎ
佧,kǎ
佧喇,kǎlā
佩,pèi
佩件兒,pèijiànr(變)pèijiàr
佩服,pèifu
佪,huái
佬,lǎo
佯,yáng
佰,（語音）bǎi
佳,jiā
佳人命薄,jiārénmìngbó
佳人薄命,jiārénbómìng
佴,èr
併,bìng
併當,bìngdàng
併肩子,bìngjiānzi
佶,jí
佷,hěn
佸,huó
佹,guǐ
佺,quán
佻,tiáo
佻㒓,tiāotà
佻巧,tiāoqiǎo
佻脫,tiāotuō
佻薄,tiāobó
佻達,tiāotà
佼,jiǎo
佽,cì
佾,yì
使,shǐ
使不得,shǐbude
使勁,shǐjìn
使巧兒,shǐqiǎor
使得,shǐde
使心眼兒,shǐxīnyǎnr(變)shǐxīnyǎr
使性子,shǐxìngzi
使用率,shǐyònglǜ
使絆兒,shǐbànr(變)shǐbàr
使絆子,shǐbànzi
使羊將狼,shǐyángjiàngláng
使脾氣,shǐpíqi
使長,shǐzhǎng
侁,shēn
侂,tuō
侃,kǎn
侄,zhí
侄子,zhízi
來,lái
來事兒,láishìr(變)láishèr
來人兒,lái　rénr　(變)lái　rér
來來,láilai
來勁,láijìn
來回的話,láihuídehuà
來得,láide
來得去不得,láideqùbùde
來得及,láidejí
來得巧,láideqiǎo
來扇館,láishānguǎn
來派,láipai
來的,láide
來著,láizhe
來話方顯示器,láihuàfāngxiǎnshìqì
來路貨,láiluhuò
來頭,láitou
來頭不小,láitoubùxiǎo
來頭貨,láitouhuò
來龍去脈,láilóngqùmò
侇,yí
侈,chǐ
侉,kuǎ
侉子,kuǎzi
侊,guāng
例,lì
例假,lìjià
例假日,lìjiàrì
例子,lìzi
侍,shì
侍弄,shìnòng
侍從,shìzòng
侍應生,shìyìngshēng
侏,zhū
侐,xù
侑,yòu
侔,móu
侖,lún
侗,tóng
侗劇,dòngjù
侗族,dòngzú
侗語,dòngyǔ
侘,chà
侚,xùn
供,gōng
供不上,gōngbushàng
供不應求,gōngbùyìngqiú
供事,gòngshì
供佛,gòngfó
供品,gòngpǐn
供奉,gòngfèng
供奠,gòngdiàn
供客,gòngkè
供尖,gòngjiān
供床,gòngchuáng
供應,gōngyìng
供應商,gōngyìngshāng
供月兒,gòng　yuèr　(變)gòng　yuèr
供果,gòngguǒ
供桌,gòngzhuō
供獻,gòngxiàn
供碗,gòngwǎn
供職,gòngzhí
供花兒,gònghuār
供茶,gòngchá
供養,gòngyǎng
侜,zhōu
依,yī
依樣畫葫蘆,yīyànghuàhúlu
依然故我,yīrángùwǒ
依頭縷當,yītóulǚdàng
侞,rú
侮,wǔ
侮手侮腳,wǔshǒuwǔjiǎo
侯,hóu
侯伯,hóubó
侯白,hóubái
侲,zhèn
侵,qīn
侵削,qīnxuè
侵剝百端,qīnbōbǎiduān
侵占,qīnzhàn
侵占罪,qīnzhànzuì
侵哄,qīnhǒng
侶,lǚ
侷,jú
侹,tǐng
侻,tuō
便,biàn
便佞,piánnìng
便便,piánpián
便娟,piánjuān
便嬖,piánbì
便嬛,piánxuān
便安,piánān
便宜,piányi
便宜不過當家,piányibùguòdāngjiā
便宜主義,piányizhǔyì
便宜無好貨,piányiwúhǎohuò
便宜處分,biànyíchǔfèn
便宜處置,biànyíchǔzhì
便宜話,piányihuà
便宜貨,piányihuò
便是呢,biànshìne
便液,biànyè
便溺,biànniào
便當,biàndang
便益不失當家,piányibùshīdāngjiā
便祕,biànbì
便血,biànxiě
便言,piányán
便車,biànchē
便辟,piánpì
俁,yǔ
係,xì
係風捕景,xìfēngbǔyǐng
促,cù
促拍,cùpāi
俄,é
俄頃,éqǐng
俅,qiú
俇,wǎng
俊,jùn
俊鶻,jùnhú
俊龐兒,jùnpángr
俍,liáng
俎,zǔ
俏,qiào
俏模樣,qiàomúyàng
俏皮,qiàopi
俏皮話,qiàopihuà
俏頭,qiàotou
俐,lì
俐落,lìluo
俑,yǒng
俔,qiàn
俔俔,xiànxiàn
俗,sú
俗累,súlèi
俘,fú
俚,lǐ
俚曲,lǐqǔ
俛,fǔ
俜,pīng
保,bǎo
保住,bǎozhu
保保,bǎobao
保俶塔,bǎochùtǎ
保兒,bǎor
保全處分,bǎoquánchǔfèn
保安處分,bǎoānchǔfèn
保家的,bǎojiāde
保綠基金會,bǎolǜjījīnhuì
保護妳專線,bǎohùnǐzhuānxiàn
保長,bǎozhǎng
俞,yú
俞兒,shūér
俟,sì
俠,xiá
俠侍,jiáshì
俠拜,jiábài
信,xìn
信兒,xìnr　(變)xièr
信子,xìnzi
信差,xìnchāi
信得過,xìndeguò
信炮,xìnpào
信腳,xìnjiǎo
信行,xìnxìng
信行兒,xìnxingr
修,xiū
修正液,xiūzhèngyì
修省,xiūxǐng
修腳,xiūjiǎo
俯,fǔ
俱,jù
俱樂部,jùlèbù
俳,pái
俳倡,páichāng
俴,jiàn
俵,biǎo
俶,chù
俶擾,chùrǎo
俶爾,chùěr
俶裝,chùzhuāng
俸,fèng
俺,ǎn
俺們,ǎnmen
俺咱,ǎnzá
俺家的,ǎnjiāde
俺每,ǎnmei
俾,bì
俾倪,bìnì
倀,chāng
倅,cuì
倅車,cuìjū
倆,liǎng
倆心眼兒,liǎxīnyǎnr(變)liǎxīnyǎr
倆錢兒,liǎ　qiánr　(變)liǎ　qiár
倈,lái
倉,cāng
倉卒,cāngcù
倉頡,cāngjié
倉頡中文碼,cāngjiézhōngwénmǎ
倉頡篇,cāngjiépiān
倉頡輸入法,cāngjiéshūrùfǎ
個,gè
個人首頁,gèrénshǒuyè
個兒,gèr
個別輔導,gèbiéfǔdǎo
個子,gèzi
倌,guān
倍,bèi
倍兒,bèir　(變)bèr
倍率,bèilǜ
倍稱,bèichèng
倏,shù
們,（讀音）mén
倒,dǎo
倒下鉤子,dàoxiàgōuzi
倒不如,dàobùrú
倒不是,dàobùshì
倒了八輩子楣,dǎolebābèiziméi
倒了架,dǎolejià
倒了架子,dǎolejiàzi
倒了柴,dǎolechái
倒了核桃車子,dǎolehétáochēzi
倒仰,dàoyǎng
倒像,dàoxiàng
倒八字鬚,dàobāzìxū
倒兵,dàobīng
倒冠落佩,dàoguānluòpèi
倒刺,dàocì
倒前倒後,dàoqiándàohòu
倒包錢,dàobāoqián
倒反,dàofǎn
倒反帳,dàofǎnzhàng
倒口,dàokǒu
倒句,dàojù
倒吃甘蔗,dàochīgānzhè
倒吊,dàodiào
倒啖蔗,dàodànzhè
倒嗆,dǎoqiàng
倒嚼,dǎojiào
倒地葫蘆,dǎodìhúlu
倒坐,dàozuò
倒大,dàodà
倒大來,dàodàlái
倒好,dàohǎo
倒宅計,dǎozháijì
倒寶塔式寫作,dàobǎotǎshìxiězuò
倒屣,dàoxǐ
倒屣奔出,dàoxǐbēnchū
倒屣相迎,dàoxǐxiāngyíng
倒屣而迎,dàoxǐéryíng
倒屣迎之,dàoxǐyíngzhī
倒屣迎賓,dàoxǐyíngbīn
倒履相迎,dàolǚxiāngyíng
倒帶,dàodài
倒座,dàozuò
倒廩傾囷,dàolǐnqīngjūn
倒彩,dàocǎi
倒影,dàoyǐng
倒懸,dàoxuán
倒懸之危,dàoxuánzhīwéi
倒懸之急,dàoxuánzhījí
倒懸之苦,dàoxuánzhīkǔ
倒懸捱命,dàoxuánáimìng
倒戈,dàogē　（又音）dǎogé
倒戈卸甲,dàogēxièjiǎ
倒扁兒,dǎo　biǎnr　(變)dǎo　biǎr
倒打一耙,dàodǎyīpá
倒打鑼兒,dàodǎluór
倒扣,dàokòu
倒扣針兒,dàokòuzhēnr(變)dàokòuzhēr
倒把鋤頭,dàobǎchútou
倒抽一口氣,dàochōuyīkǒuqì
倒拔蛇,dàobáshé
倒持干戈,dàochígāngē
倒持泰阿,dàochítàiē
倒指,dàozhǐ
倒捽毛兒,dàozúmáor
倒掛金鉤,dàoguàjīngōu
倒插,dàochā
倒插門,dàochāmén
倒攝,dàoshè
倒敘,dàoxù
倒數,dàoshǔ
倒數第一名,dàoshǔdìyīmíng
倒數計時,dàoshǔjìshí
倒文,dàowén
倒斛,dàohú
倒日,dàorì
倒映,dàoyìng
倒是,dàoshì
倒景,dàoyǐng
倒暈妝,dàoyūnzhuāng
倒果為因,dàoguǒwéiyīn
倒栽蔥,dàozāicōng
倒楣相,dǎoméixiàng
倒橫直豎,dàohéngzhíshù
倒水的,dàoshuǐde
倒流,dàoliú
倒流刺,dàoliúcì
倒清尊,dàoqīngzūn
倒灌,dàoguàn
倒熟,dàoshú
倒熟話,dàoshúhuà
倒片,dàopiàn
倒立,dàolì
倒站驢子,dàozhànlǘzi
倒笏躬身,dàohùgōngshēn
倒繃孩兒,dàobēngháiér
倒繳,dàojiǎo
倒置,dàozhì
倒置干戈,dàozhìgāngē
倒置法,dàozhìfǎ
倒背剪,dàobèijiǎn
倒背如流,dàobèirúliú
倒脫靴,dàotuōxuē
倒舄摳衣,dàoxìkōuyī
倒茶,dàochá
倒行逆施,dàoxíngnìshī
倒裝,dàozhuāng
倒裝句,dàozhuāngjù
倒裳,dàocháng
倒裳索領,dàochángsuǒlǐng
倒褪,dàotùn
倒許,dàoxǔ
倒豎,dàoshù
倒豎虎鬚,dàoshùhǔxū
倒貼,dàotiē
倒賠,dàopéi
倒贓,dàozāng
倒踏門,dàotàmén
倒蹅門,dàochǎmén
倒蹲兒,dào　dūnr　(變)dào　duēr
倒車,dàochē
倒載干戈,dàozàigāngē
倒轉,dàozhuǎn
倒退,dàotuì
倒錢,dàoqián
倒錯,dàocuò
倒鐘擺效應,dàozhōngbǎixiàoyìng
